奈良	なら	[sound:pronunciation_ja_奈良.mp3]	57	354.833	奈良県	"<img src=""57_Nara.png"">"	"<img src=""奈良_zoomed.png"">"	"<img src=""japan pref.png"">"
川越	かわごえ	[sound:pronunciation_ja_川越.ogg]	58	354.680	埼玉県	"<img src=""58_Kawagoe.png"">"	"<img src=""川越_zoomed.png"">"	"<img src=""japan pref.png"">"
高槻	たかつき	[sound:pronunciation_ja_高槻.ogg]	59	352.876	大阪府	"<img src=""59_Takatsuki.png"">"	"<img src=""高槻_zoomed.png"">"	"<img src=""japan pref.png"">"
大津	おおつ	[sound:pronunciation_ja_大津.ogg]	60	345.202	滋賀県	"<img src=""60_Otsu.png"">"	"<img src=""大津_zoomed.png"">"	"<img src=""japan pref.png"">"
所沢	ところざわ	[sound:pronunciation_ja_所沢.mp3]	61	342.535	埼玉県	"<img src=""61_Tkorozawa.png"">"	"<img src=""所沢_zoomed.png"">"	"<img src=""japan pref.png"">"
越谷	こしがや	[sound:pronunciation_ja_越谷.mp3]	62	341.765	埼玉県	"<img src=""62_Koshigaya.png"">"	"<img src=""越谷_zoomed.png"">"	"<img src=""japan pref.png"">"
磐城	いわき	[sound:pronunciation_ja_磐城.mp3]	63	333.202	福島県	"<img src=""63_Iwaki.png"">"	"<img src=""磐城_zoomed.png"">"	"<img src=""japan pref.png"">"
前橋	まえばし	[sound:pronunciation_ja_前橋.ogg]	64	332.332	群馬県	"<img src=""64_Maebashi.png"">"	"<img src=""前橋_zoomed.png"">"	"<img src=""japan pref.png"">"
旭川	あさひかわ	[sound:pronunciation_ja_旭川.ogg]	65	329.513	北海道	"<img src=""65_Asahikawa.png"">"	"<img src=""旭川_zoomed.png"">"	"<img src=""japan pref.png"">"
郡山	こおりやま	[sound:pronunciation_ja_郡山.ogg]	66	327.872	福島県	"<img src=""66_Koriyama.png"">"	"<img src=""郡山_zoomed.png"">"	"<img src=""japan pref.png"">"
高知	こうち	[sound:pronunciation_ja_高知.ogg]	67	326.814	高知県	"<img src=""67_Kochi.png"">"	"<img src=""高知_zoomed.png"">"	"<img src=""japan pref.png"">"
那覇	なは	[sound:pronunciation_ja_那覇.ogg]	68	317.832	沖縄県	"<img src=""68_Naha.png"">"	"<img src=""那覇_zoomed.png"">"	"<img src=""japan pref.png"">"
春日井	かすがい	[sound:pronunciation_ja_春日井.mp3]	69	308.832	愛知県	"<img src=""69_Kasugai.png"">"	"<img src=""春日井_zoomed.png"">"	"<img src=""japan pref.png"">"
秋田	あきた	[sound:pronunciation_ja_秋田.mp3]	70	307.885	秋田県	"<img src=""70_Akita.png"">"	"<img src=""秋田_zoomed.png"">"	"<img src=""japan pref.png"">"
四日市	よっかいち	[sound:pronunciation_ja_四日市.mp3]	71	305.744	三重県	"<img src=""71_Yokkaichi.png"">"	"<img src=""四日市_zoomed.png"">"	"<img src=""japan pref.png"">"
明石	あかし	[sound:pronunciation_ja_明石.ogg]	72	303.838	兵庫県	"<img src=""72_Akashi.png"">"	"<img src=""明石_zoomed.png"">"	"<img src=""japan pref.png"">"
久留米	くるめ	[sound:pronunciation_ja_久留米.mp3]	73	303.496	福岡県	"<img src=""73_Kurume.png"">"	"<img src=""久留米_zoomed.png"">"	"<img src=""japan pref.png"">"
盛岡	もりおか	[sound:pronunciation_ja_盛岡.mp3]	74	289.893	岩手県	"<img src=""74_Morioka.png"">"	"<img src=""盛岡_zoomed.png"">"	"<img src=""japan pref.png"">"
茨木	いばらき	[sound:pronunciation_ja_茨木.ogg]	75	288.014	大阪府	"<img src=""75_Ibaragi.png"">"	"<img src=""茨木_zoomed.png"">"	"<img src=""japan pref.png"">"
福島	ふくしま	[sound:pronunciation_ja_福島.ogg]	76	282.802	福島県	"<img src=""76_Fukushima.png"">"	"<img src=""福島_zoomed.png"">"	"<img src=""japan pref.png"">"
青森	あおもり	[sound:pronunciation_ja_青森.mp3]	77	275.340	青森県	"<img src=""77_Aomori.png"">"	"<img src=""青森_zoomed.png"">"	"<img src=""japan pref.png"">"
津	つ	[sound:chrome_g3X8OXgG5K.mp3]	78	274.759	三重県	"<img src=""78_Tsu.png"">"	"<img src=""津_zoomed.png"">"	"<img src=""japan pref.png"">"
水戸	みと	[sound:pronunciation_ja_水戸.ogg]	79	270.810	茨城県	"<img src=""79_Mito.png"">"	"<img src=""水戸_zoomed.png"">"	"<img src=""japan pref.png"">"
市原	いちはら	[sound:chrome_AJH87sv3WO.mp3]	80	269.653	千葉県	"<img src=""80_Ichihara.png"">"	"<img src=""市原_zoomed.png"">"	"<img src=""japan pref.png"">"
長岡	ながおか	[sound:pronunciation_ja_長岡.mp3]	81	267.115	新潟県	"<img src=""81_Nagaoka.png"">"	"<img src=""長岡_zoomed.png"">"	"<img src=""japan pref.png"">"
八尾	やお	howtopronounce_八尾.mp3	82	264.654	大阪府	"<img src=""82_Yao.png"">"	"<img src=""八尾_zoomed.png"">"	"<img src=""japan pref.png"">"
府中	ふちゅう	[sound:pronunciation_ja_府中.mp3]	83	262.932	東京都	"<img src=""83_Fuchu.png"">"	"<img src=""府中_zoomed.png"">"	"<img src=""japan pref.png"">"
福井	ふくい	[sound:pronunciation_ja_福井.mp3]	84	262.501	福井県	"<img src=""84_Fukui.png"">"	"<img src=""福井_zoomed.png"">"	"<img src=""japan pref.png"">"
加古川	かこがわ	[sound:pronunciation_ja_加古川.ogg]	85	260.988	兵庫県	"<img src=""85_Kakogawa.png"">"	"<img src=""加古川_zoomed.png"">"	"<img src=""japan pref.png"">"
平塚	ひらつか	[sound:pronunciation_ja_平塚.mp3]	86	258.524	神奈川県	"<img src=""86_Hiratsuka.png"">"	"<img src=""平塚_zoomed.png"">"	"<img src=""japan pref.png"">"
下関	しものせき	[sound:pronunciation_ja_下関.ogg]	87	255.199	山口県	"<img src=""87_shimonoseki.png"">"	"<img src=""下関_zoomed.png"">"	"<img src=""japan pref.png"">"
徳島	とくしま	[sound:pronunciation_ja_徳島.mp3]	88	252.364	徳島県	"<img src=""88_Tokushima.png"">"	"<img src=""徳島_zoomed.png"">"	"<img src=""japan pref.png"">"
函館	はこだて	[sound:pronunciation_ja_函館.ogg]	89	251.271	北海道	"<img src=""89_Hakodate.png"">"	"<img src=""函館_zoomed.png"">"	"<img src=""japan pref.png"">"
草加	そうか	[sound:pronunciation_ja_草加.ogg]	90	248.037	埼玉県	"<img src=""90_Souka.png"">"	"<img src=""草加_zoomed.png"">"	"<img src=""japan pref.png"">"
山形	やまがた	[sound:pronunciation_ja_山形.ogg]	91	247.747	山形県	"<img src=""91_Yamagata.png"">"	"<img src=""山形_zoomed.png"">"	"<img src=""japan pref.png"">"
富士	ふじ	[sound:pronunciation_ja_富士.mp3]	92	245.489	静岡県	"<img src=""92_Fuji.png"">"	"<img src=""富士_zoomed.png"">"	"<img src=""japan pref.png"">"
佐世保	させぼ	[sound:pronunciation_ja_佐世保.ogg]	93	243.387	長崎県	"<img src=""93_Sasebo.png"">"	"<img src=""佐世保_zoomed.png"">"	"<img src=""japan pref.png"">"
調布	ちょうふ	[sound:pronunciation_ja_調布.ogg]	94	242.721	東京都	"<img src=""94_Chofu.png"">"	"<img src=""調布_zoomed.png"">"	"<img src=""japan pref.png"">"
茅ケ崎	ちがさき	[sound:chrome_NKE2Jpc1U1.mp3]	95	242.603	神奈川県	"<img src=""95_Chigasaki.png"">"	"<img src=""茅ケ崎_zoomed.png"">"	"<img src=""japan pref.png"">"
筑波	つくば	[sound:chrome_Kx8WoPCtNo.mp3]	96	241.785	茨城県	"<img src=""96_Tsukuba.png"">"	"<img src=""筑波_zoomed.png"">"	"<img src=""japan pref.png"">"
松本	まつもと	[sound:pronunciation_ja_松本.mp3]	97	241.337	長野県	"<img src=""97_Matsumoto.png"">"	"<img src=""松本_zoomed.png"">"	"<img src=""japan pref.png"">"
大和	やまと	[sound:pronunciation_ja_大和.mp3]	98	239.269	神奈川県	"<img src=""98_Yamato.png"">"	"<img src=""大和_zoomed.png"">"	"<img src=""japan pref.png"">"
佐賀	さが	[sound:pronunciation_ja_佐賀.ogg]	99	233.466	佐賀県	"<img src=""99_Saga.png"">"	"<img src=""佐賀_zoomed.png"">"	"<img src=""japan pref.png"">"
春日部	かすかべ	[sound:pronunciation_ja_春日部.ogg]	100	229.767	埼玉県	"<img src=""100_Kasukabe.png"">"	"<img src=""春日部_zoomed.png"">"	"<img src=""japan pref.png"">"
寝屋川	ねやがわ	[sound:chrome_GKZGfdVjRq.mp3]	101	229.749	大阪府	"<img src=""101_Neyagawa.png"">"	"<img src=""寝屋川_zoomed.png"">"	"<img src=""japan pref.png"">"
上尾	あげお	[sound:pronunciation_ja_上尾.mp3]	102	227.020	埼玉県	"<img src=""102_Ageo.png"">"	"<img src=""上尾_zoomed.png"">"	"<img src=""japan pref.png"">"
宝塚	たからづか	[sound:pronunciation_ja_宝塚.mp3]	103	226.658	兵庫県	"<img src=""103_Takarazuka.png"">"	"<img src=""宝塚_zoomed.png"">"	"<img src=""japan pref.png"">"
厚木	あつぎ	[sound:pronunciation_ja_厚木.ogg]	104	223.747	神奈川県	"<img src=""104_Atsugi.png"">"	"<img src=""厚木_zoomed.png"">"	"<img src=""japan pref.png"">"
八戸	はちのへ	[sound:pronunciation_ja_八戸.ogg]	105	223.529	青森県	"<img src=""105_Hachinohe.png"">"	"<img src=""八戸_zoomed.png"">"	"<img src=""japan pref.png"">"
太田	おおた	[sound:pronunciation_ja_太田.mp3]	106	223.150	群馬県	"<img src=""106_Ota.png"">"	"<img src=""太田_zoomed.png"">"	"<img src=""japan pref.png"">"
呉	くれ	[sound:chrome_7VAah6bkM5.mp3]	107	214.717	広島県	"<img src=""107_Kure.png"">"	"<img src=""呉_zoomed.png"">"	"<img src=""japan pref.png"">"
伊勢崎	いせさき	[sound:chrome_SHPYp4AOYX.mp3]	108	211.975	群馬県	"<img src=""108_Isesaki.png"">"	"<img src=""伊勢崎_zoomed.png"">"	"<img src=""japan pref.png"">"
西東京	にしとうきょう	[sound:chrome_WZTb4UJpmj.mp3]	109	207.389	東京都	"<img src=""109_Nishitokyo.png"">"	"<img src=""西東京_zoomed.png"">"	"<img src=""japan pref.png"">"
松江	まつえ	[sound:pronunciation_ja_松江.ogg]	110	203.779	島根県	"<img src=""110_Matsue.png"">"	"<img src=""松江_zoomed.png"">"	"<img src=""japan pref.png"">"
流山	ながれやま	[sound:chrome_WBirz93TEg.mp3]	111	199.960	千葉県	"<img src=""111_Nagareyama.png"">"	"<img src=""流山_zoomed.png"">"	"<img src=""japan pref.png"">"
八千代	やちよ	[sound:pronunciation_ja_八千代.ogg]	112	199.597	千葉県	"<img src=""112_Yachiyo.png"">"	"<img src=""八千代_zoomed.png"">"	"<img src=""japan pref.png"">"
小平	こだいら	[sound:pronunciation_ja_小平.ogg]	113	198.977	東京都	"<img src=""113_Kodaira.png"">"	"<img src=""小平_zoomed.png"">"	"<img src=""japan pref.png"">"
伊丹	いたみ	[sound:pronunciation_ja_伊丹.mp3]	114	198.244	兵庫県	"<img src=""114_Itami.png"">"	"<img src=""伊丹_zoomed.png"">"	"<img src=""japan pref.png"">"
東広島	ひがしひろしま	[sound:pronunciation_ja_東広島.ogg]	115	196.755	広島県	"<img src=""115_Higashihiroshima.png"">"	"<img src=""東広島_zoomed.png"">"	"<img src=""japan pref.png"">"
鈴鹿	すずか	[sound:pronunciation_ja_鈴鹿.mp3]	116	195.742	三重県	"<img src=""116_Suzuka.png"">"	"<img src=""鈴鹿_zoomed.png"">"	"<img src=""japan pref.png"">"
三鷹	みたか	[sound:pronunciation_ja_三鷹.ogg]	117	195.558	東京都	"<img src=""117_Mitaka.png"">"	"<img src=""三鷹_zoomed.png"">"	"<img src=""japan pref.png"">"
熊谷	くまがい	[sound:pronunciation_ja_熊谷.ogg]	118	194.439	埼玉県	"<img src=""118_Kumagai.png"">"	"<img src=""熊谷_zoomed.png"">"	"<img src=""japan pref.png"">"
山口	やまぐち	[sound:pronunciation_ja_山口.mp3]	119	194.110	山口県	"<img src=""119_Yamaguchi.png"">"	"<img src=""山口_zoomed.png"">"	"<img src=""japan pref.png"">"
岸和田	きしわだ	[sound:pronunciation_ja_岸和田.mp3]	120	190.796	大阪府	"<img src=""120_Kishiwada.png"">"	"<img src=""岸和田_zoomed.png"">"	"<img src=""japan pref.png"">"
日野	ひの	[sound:pronunciation_ja_日野.ogg]	121	190.261	東京都	"<img src=""121_Hino.png"">"	"<img src=""日野_zoomed.png"">"	"<img src=""japan pref.png"">"
甲府	こうふ	[sound:pronunciation_ja_甲府.ogg]	122	189.742	山梨県	"<img src=""122_Kofu.png"">"	"<img src=""甲府_zoomed.png"">"	"<img src=""japan pref.png"">"
沼津	ぬまづ	[sound:pronunciation_ja_沼津.mp3]	123	189.611	静岡県	"<img src=""123_Numazu.png"">"	"<img src=""沼津_zoomed.png"">"	"<img src=""japan pref.png"">"
小田原	おだわら	[sound:pronunciation_ja_小田原.mp3]	124	188.986	神奈川県	"<img src=""124_Odawara.png"">"	"<img src=""小田原_zoomed.png"">"	"<img src=""japan pref.png"">"
鳥取	とっとり	[sound:pronunciation_ja_鳥取.ogg]	125	188.614	鳥取県	"<img src=""125_Tottori.png"">"	"<img src=""鳥取_zoomed.png"">"	"<img src=""japan pref.png"">"
安城	あんじょう	[sound:pronunciation_ja_安城.mp3]	126	188.512	愛知県	"<img src=""126_Anjo.png"">"	"<img src=""安城_zoomed.png"">"	"<img src=""japan pref.png"">"
上越	じょうえつ	[sound:pronunciation_ja_上越.ogg]	127	188.119	新潟県	"<img src=""127_Joetsu.png"">"	"<img src=""上越_zoomed.png"">"	"<img src=""japan pref.png"">"
立川	たちかわ	[sound:pronunciation_ja_立川.mp3]	128	187.089	東京都	"<img src=""128_Tachikawa.png"">"	"<img src=""立川_zoomed.png"">"	"<img src=""japan pref.png"">"
豊川	とよかわ	[sound:chrome_cZpsgaBygi.mp3]	129	184.659	愛知県	"<img src=""129_Toyakawa.png"">"	"<img src=""豊川_zoomed.png"">"	"<img src=""japan pref.png"">"
和泉	いずみ	[sound:pronunciation_ja_和泉.mp3]	130	184.634	大阪府	"<img src=""130_Izumi.png"">"	"<img src=""和泉_zoomed.png"">"	"<img src=""japan pref.png"">"
宇治	うじ	[sound:pronunciation_ja_宇治.ogg]	131	179.783	京都府	"<img src=""131_Uji.png"">"	"<img src=""宇治_zoomed.png"">"	"<img src=""japan pref.png"">"
習志野	ならしの	[sound:pronunciation_ja_習志野.ogg]	132	176.306	千葉県	"<img src=""132_Narashino.png"">"	"<img src=""習志野_zoomed.png"">"	"<img src=""japan pref.png"">"
日立	ひたち	[sound:pronunciation_ja_日立.ogg]	133	174.635	茨城県	"<img src=""133_Hitachi.png"">"	"<img src=""日立_zoomed.png"">"	"<img src=""japan pref.png"">"
出雲	いずも	[sound:pronunciation_ja_出雲.ogg]	134	172.887	島根県	"<img src=""134_Izumo-a2f8ee68ca205b2f0016425db41c477efee14544.png"">"	"<img src=""出雲_zoomed.png"">"	"<img src=""japan pref.png"">"
鎌倉	かまくら	[sound:pronunciation_ja_鎌倉.ogg]	135	172.821	神奈川県	"<img src=""135_Kamakura.png"">"	"<img src=""鎌倉_zoomed.png"">"	"<img src=""japan pref.png"">"
浦安	うらやす	[sound:pronunciation_ja_浦安.ogg]	136	171.424	千葉県	"<img src=""136_Urayasu.png"">"	"<img src=""浦安_zoomed.png"">"	"<img src=""japan pref.png"">"
苫小牧	とまこまい	[sound:pronunciation_ja_苫小牧.mp3]	137	170.234	北海道	"<img src=""137_Tomakomai.png"">"	"<img src=""苫小牧_zoomed.png"">"	"<img src=""japan pref.png"">"
西尾	にしお	[sound:pronunciation_ja_西尾.mp3]	138	169.127	愛知県	"<img src=""138_Nishio.png"">"	"<img src=""西尾_zoomed.png"">"	"<img src=""japan pref.png"">"
佐倉	さくら	[sound:pronunciation_ja_佐倉.mp3]	139	168.858	千葉県	"<img src=""139_Sakura.png"">"	"<img src=""佐倉_zoomed.png"">"	"<img src=""japan pref.png"">"
弘前	ひろさき	[sound:pronunciation_ja_弘前.mp3]	140	168.564	青森県	"<img src=""140_Hirosaki.png"">"	"<img src=""弘前_zoomed.png"">"	"<img src=""japan pref.png"">"
小山	こやま	[sound:pronunciation_ja_小山.ogg]	141	166.791	栃木県	"<img src=""141_Koyama.png"">"	"<img src=""小山_zoomed.png"">"	"<img src=""japan pref.png"">"
磐田	いわた	[sound:chrome_aMuaUCHsqG.mp3]	142	166.744	静岡県	"<img src=""142_Iwata.png"">"	"<img src=""磐田_zoomed.png"">"	"<img src=""japan pref.png"">"
帯広	おびひろ	[sound:pronunciation_ja_帯広.ogg]	143	166.690	北海道	"<img src=""143_Obihiro.png"">"	"<img src=""帯広_zoomed.png"">"	"<img src=""japan pref.png"">"
